generic,disease,min_weight,max_weight,min_crcl,max_crcl,max_dose_dd_mg,max_dose_dw_mg,max_dose_dd_iu,max_dose_dw_iu,route,flag,route_label,route_PO,route_IM,route_IV,flag_label,min_crcl_minmax,max_crcl_minmax,max_dose_dd_mg_minmax,max_dose_dw_mg_minmax
Doripenem,General,0.0,999.0,10.0,29.0,500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.14285714285714285,0.02512562814070352,0.034722222222222224,0.0
Doxycycline,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Ertapenem,General,0.0,999.0,0.0,30.0,500.0,0.0,0.0,0.0,IM,Normal,1,0,1,0,0,0.0,0.02613065326633166,0.034722222222222224,0.0
Ertapenem,General,0.0,999.0,0.0,30.0,500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.02613065326633166,0.034722222222222224,0.0
Erythromycin,General,0.0,999.0,11.0,90.0,2000.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.15714285714285714,0.0864321608040201,0.1388888888888889,0.0
Erythromycin,General,0.0,999.0,11.0,90.0,4000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.15714285714285714,0.0864321608040201,0.2777777777777778,0.0
Erythromycin,General,0.0,999.0,0.0,10.0,1000.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.006030150753768844,0.06944444444444445,0.0
Erythromycin,General,0.0,999.0,11.0,90.0,2000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.15714285714285714,0.0864321608040201,0.1388888888888889,0.0
Ethambutol,General,0.0,999.0,10.0,50.0,0.0,25.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.14285714285714285,0.04623115577889447,0.0,1.0
Ethambutol,General,0.0,999.0,0.0,9.0,0.0,15.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.005025125628140704,0.0,0.6
Flucloxacillin,General,0.0,999.0,0.0,9.0,4000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.005025125628140704,0.2777777777777778,0.0
Flucloxacillin,General,0.0,999.0,0.0,9.0,4000.0,0.0,0.0,0.0,IM,Normal,1,0,1,0,0,0.0,0.005025125628140704,0.2777777777777778,0.0
Flucloxacillin,General,0.0,999.0,0.0,9.0,4000.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.005025125628140704,0.2777777777777778,0.0
Fusidic Acid,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Gentamicin,General,0.0,999.0,0.0,20.0,0.0,2.5,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.016080402010050253,0.0,0.1
Gentamicin,General,0.0,39.5,21.0,30.0,89.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.3,0.02613065326633166,0.0061805555555555555,0.0
Gentamicin,General,39.6,49.5,21.0,30.0,89.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.3,0.02613065326633166,0.0061805555555555555,0.0
Gentamicin,General,49.6,59.5,21.0,30.0,100.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.3,0.02613065326633166,0.006944444444444444,0.0
Gentamicin,General,59.6,69.5,21.0,30.0,120.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.3,0.02613065326633166,0.008333333333333333,0.0
Gentamicin,General,69.6,80.99,21.0,30.0,120.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.3,0.02613065326633166,0.008333333333333333,0.0
Gentamicin,General,81.0,999.0,21.0,30.0,130.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.3,0.02613065326633166,0.009027777777777777,0.0
Gentamicin,General,0.0,39.5,31.0,40.0,0.0,2.5,0.0,0.0,IV,Normal,2,0,0,1,0,0.44285714285714284,0.036180904522613064,0.0,0.1
Gentamicin,General,39.6,49.5,31.0,40.0,100.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.44285714285714284,0.036180904522613064,0.006944444444444444,0.0
Gentamicin,General,49.6,59.5,31.0,40.0,120.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.44285714285714284,0.036180904522613064,0.008333333333333333,0.0
Gentamicin,General,59.6,69.5,31.0,40.0,140.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.44285714285714284,0.036180904522613064,0.009722222222222222,0.0
Gentamicin,General,69.6,80.99,31.0,40.0,150.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.44285714285714284,0.036180904522613064,0.010416666666666666,0.0
Gentamicin,General,81.0,999.0,31.0,40.0,160.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.44285714285714284,0.036180904522613064,0.011111111111111112,0.0
Gentamicin,General,0.0,39.5,41.0,50.0,0.0,2.5,0.0,0.0,IV,Normal,2,0,0,1,0,0.5857142857142857,0.04623115577889447,0.0,0.1
Gentamicin,General,39.6,49.5,41.0,50.0,120.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.5857142857142857,0.04623115577889447,0.008333333333333333,0.0
Gentamicin,General,49.6,59.5,41.0,50.0,140.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.5857142857142857,0.04623115577889447,0.009722222222222222,0.0
Gentamicin,General,59.6,69.5,41.0,50.0,160.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.5857142857142857,0.04623115577889447,0.011111111111111112,0.0
Gentamicin,General,69.6,80.99,41.0,50.0,380.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.5857142857142857,0.04623115577889447,0.02638888888888889,0.0
Gentamicin,General,81.0,999.0,41.0,50.0,200.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.5857142857142857,0.04623115577889447,0.013888888888888888,0.0
Gentamicin,General,0.0,39.5,51.0,60.0,0.0,5.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.7285714285714285,0.05628140703517588,0.0,0.2
Gentamicin,General,39.6,49.5,51.0,60.0,200.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.7285714285714285,0.05628140703517588,0.013888888888888888,0.0
Gentamicin,General,49.6,59.5,51.0,60.0,240.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.7285714285714285,0.05628140703517588,0.016666666666666666,0.0
Gentamicin,General,59.6,69.5,51.0,60.0,280.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.7285714285714285,0.05628140703517588,0.019444444444444445,0.0
Gentamicin,General,69.6,80.99,51.0,60.0,300.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.7285714285714285,0.05628140703517588,0.020833333333333332,0.0
Gentamicin,General,81.0,999.0,51.0,60.0,320.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.7285714285714285,0.05628140703517588,0.022222222222222223,0.0
Gentamicin,General,0.0,39.5,61.0,89.0,0.0,5.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.8714285714285714,0.08542713567839195,0.0,0.2
Gentamicin,General,39.6,49.5,61.0,89.0,240.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.8714285714285714,0.08542713567839195,0.016666666666666666,0.0
Gentamicin,General,49.6,59.5,61.0,89.0,280.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.8714285714285714,0.08542713567839195,0.019444444444444445,0.0
Gentamicin,General,59.6,69.5,61.0,89.0,320.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.8714285714285714,0.08542713567839195,0.022222222222222223,0.0
Gentamicin,General,69.6,80.99,61.0,89.0,360.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.8714285714285714,0.08542713567839195,0.025,0.0
Gentamicin,General,81.0,999.0,61.0,89.0,400.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.8714285714285714,0.08542713567839195,0.027777777777777776,0.0
Imipenem  + Cilastatin,General,0.0,999.0,60.0,89.0,2000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.8571428571428571,0.08542713567839195,0.1388888888888889,0.0
Imipenem  + Cilastatin,General,0.0,999.0,30.0,59.0,1500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.42857142857142855,0.05527638190954774,0.10416666666666667,0.0
Imipenem  + Cilastatin,General,0.0,999.0,15.0,29.0,1000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.21428571428571427,0.02512562814070352,0.06944444444444445,0.0
Imipenem  + Cilastatin,General,0.0,999.0,0.0,14.0,0.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.010050251256281407,0.0,0.0
Isoniazid,General,0.0,999.0,0.0,29.0,300.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.02512562814070352,0.020833333333333332,0.0
Isoniazid,General,0.0,999.0,0.0,29.0,300.0,0.0,0.0,0.0,IM,Normal,1,0,1,0,0,0.0,0.02512562814070352,0.020833333333333332,0.0
Isoniazid,General,0.0,999.0,0.0,29.0,300.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.02512562814070352,0.020833333333333332,0.0
Isoniazid  + Thiacetazone,General,0.0,999.0,0.0,29.0,300.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.02512562814070352,0.020833333333333332,0.0
Isoniazid  + Thiacetazone,General,0.0,999.0,0.0,29.0,300.0,0.0,0.0,0.0,IM,Normal,1,0,1,0,0,0.0,0.02512562814070352,0.020833333333333332,0.0
Isoniazid  + Thiacetazone,General,0.0,999.0,0.0,29.0,300.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.02512562814070352,0.020833333333333332,0.0
Isoniazid + Pyrazinamide + Rifampicin,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Levofloxacin,General,0.0,999.0,20.0,49.0,375.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.2857142857142857,0.04522613065326633,0.026041666666666668,0.0
Levofloxacin,General,0.0,999.0,10.0,19.0,250.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.14285714285714285,0.01507537688442211,0.017361111111111112,0.0
Levofloxacin,General,0.0,999.0,20.0,49.0,375.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.2857142857142857,0.04522613065326633,0.026041666666666668,0.0
Levofloxacin,General,0.0,999.0,10.0,19.0,250.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.14285714285714285,0.01507537688442211,0.017361111111111112,0.0
Linezolid,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Lomefloxacin,General,0.0,999.0,10.0,40.0,200.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.14285714285714285,0.036180904522613064,0.013888888888888888,0.0
Meropenem,General,0.0,999.0,26.0,50.0,2000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.37142857142857144,0.04623115577889447,0.1388888888888889,0.0
Meropenem,General,0.0,999.0,10.0,25.0,1000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.14285714285714285,0.021105527638190954,0.06944444444444445,0.0
Meropenem,General,0.0,999.0,0.0,9.0,500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.005025125628140704,0.034722222222222224,0.0
Metronidazole,General,0.0,999.0,0.0,9.0,1000.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.005025125628140704,0.06944444444444445,0.0
Metronidazole,General,0.0,999.0,0.0,9.0,1000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.005025125628140704,0.06944444444444445,0.0
Moxifloxacin,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Nitrofurantoin,General,0.0,999.0,0.0,29.0,0.0,0.0,0.0,0.0,PO,Not Recommended,0,1,0,0,2,0.0,0.02512562814070352,0.0,0.0
Nitrofurantoin + Nitrofurantoin Microcrystals,General,0.0,999.0,0.0,29.0,0.0,0.0,0.0,0.0,PO,Not Recommended,0,1,0,0,2,0.0,0.02512562814070352,0.0,0.0
Ofloxacin,General,0.0,999.0,20.0,50.0,400.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.2857142857142857,0.04623115577889447,0.027777777777777776,0.0
Ofloxacin,General,0.0,999.0,0.0,19.0,200.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.01507537688442211,0.013888888888888888,0.0
Ofloxacin,General,0.0,999.0,20.0,50.0,400.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.2857142857142857,0.04623115577889447,0.027777777777777776,0.0
Ofloxacin,General,0.0,999.0,0.0,19.0,200.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.01507537688442211,0.013888888888888888,0.0
Ornidazole,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Oxytetracycline,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Pefloxacin,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Piperacillin + Tazobactam,General,0.0,999.0,0.0,19.0,6750.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.01507537688442211,0.46875,0.0
Piperacillin + Tazobactam,Nosocomial pneumonia,0.0,999.0,0.0,19.0,9000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.01507537688442211,0.625,0.0
Piperacillin + Tazobactam,General,0.0,999.0,20.0,40.0,9000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.2857142857142857,0.036180904522613064,0.625,0.0
Piperacillin + Tazobactam,Nosocomial pneumonia,0.0,999.0,20.0,40.0,13500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.2857142857142857,0.036180904522613064,0.9375,0.0
Piperacillin + Tazobactam,General,0.0,999.0,41.0,90.0,13500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.5857142857142857,0.0864321608040201,0.9375,0.0
Rifampin,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Sparfloxacin,General,0.0,999.0,0.0,49.0,100.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.04522613065326633,0.006944444444444444,0.0
Sparfloxacin,General,0.0,999.0,0.0,9.0,0.0,2.5,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.005025125628140704,0.0,0.1
Sparfloxacin,General,0.0,999.0,10.0,80.0,0.0,7.5,0.0,0.0,IV,Normal,2,0,0,1,0,0.14285714285714285,0.0763819095477387,0.0,0.3
Sparfloxacin,General,0.0,999.0,0.0,9.0,0.0,2.5,0.0,0.0,IM,Normal,1,0,1,0,0,0.0,0.005025125628140704,0.0,0.1
Sparfloxacin,General,0.0,999.0,10.0,80.0,0.0,7.5,0.0,0.0,IM,Normal,1,0,1,0,0,0.14285714285714285,0.0763819095477387,0.0,0.3
Teicoplanin,General,0.0,999.0,10.0,20.0,200.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.14285714285714285,0.016080402010050253,0.013888888888888888,0.0
Teicoplanin,General,0.0,999.0,0.0,9.0,100.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.005025125628140704,0.006944444444444444,0.0
Tetracycline Hydrochloride,General,0.0,999.0,50.0,999.0,1500.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.7142857142857143,1.0,0.10416666666666667,0.0
Tetracycline Hydrochloride,General,0.0,999.0,10.0,49.0,1000.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.14285714285714285,0.04522613065326633,0.06944444444444445,0.0
Tetracycline Hydrochloride,General,0.0,999.0,0.0,9.0,500.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.005025125628140704,0.034722222222222224,0.0
Tigecycline,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Tinidazole,General,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,IV,Not Required,2,0,0,1,1,0.0,1.0,0.0,0.0
Trimethoprim,General,0.0,999.0,15.0,30.0,100.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.21428571428571427,0.02613065326633166,0.006944444444444444,0.0
Trimethoprim,General,0.0,999.0,0.0,14.0,0.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.0,0.010050251256281407,0.0,0.0
Trimethoprim,General,0.0,999.0,15.0,30.0,100.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.21428571428571427,0.02613065326633166,0.006944444444444444,0.0
Trimethoprim,General,0.0,999.0,0.0,14.0,0.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.010050251256281407,0.0,0.0
Trimethoprim + Sulphamethoxazole,General,0.0,999.0,15.0,30.0,160.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.21428571428571427,0.02613065326633166,0.011111111111111112,0.0
Trimethoprim + Sulphamethoxazole,General,0.0,999.0,15.0,30.0,160.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.21428571428571427,0.02613065326633166,0.011111111111111112,0.0
Trimethoprim + Sulphamethoxazole,General,0.0,999.0,0.0,14.0,0.0,0.0,0.0,0.0,PO,Not Recommended,0,1,0,0,2,0.0,0.010050251256281407,0.0,0.0
Trimethoprim + Sulphamethoxazole,General,0.0,999.0,0.0,14.0,0.0,0.0,0.0,0.0,IV,Not Recommended,2,0,0,1,2,0.0,0.010050251256281407,0.0,0.0
Trimethoprim + Sulphamethoxazole,Pneumocystis carinii pneumonia,0.0,999.0,0.0,14.0,0.0,0.0,0.0,0.0,PO,Not Recommended,0,1,0,0,2,0.0,0.010050251256281407,0.0,0.0
Trimethoprim + Sulphamethoxazole,Pneumocystis carinii pneumonia,0.0,999.0,0.0,14.0,0.0,0.0,0.0,0.0,IV,Not Recommended,2,0,0,1,2,0.0,0.010050251256281407,0.0,0.0
Trimethoprim + Sulphamethoxazole,Pneumocystis carinii pneumonia,0.0,999.0,15.0,30.0,480.0,0.0,0.0,0.0,PO,Normal,0,1,0,0,0,0.21428571428571427,0.02613065326633166,0.03333333333333333,0.0
Trimethoprim + Sulphamethoxazole,Pneumocystis carinii pneumonia,0.0,999.0,15.0,30.0,480.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.21428571428571427,0.02613065326633166,0.03333333333333333,0.0
Vancomycin,General,0.0,999.0,20.0,50.0,1000.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.2857142857142857,0.04623115577889447,0.06944444444444445,0.0
Vancomycin,General,0.0,999.0,10.0,19.0,500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.14285714285714285,0.01507537688442211,0.034722222222222224,0.0
Vancomycin,General,0.0,999.0,0.0,9.0,500.0,0.0,0.0,0.0,IV,Normal,2,0,0,1,0,0.0,0.005025125628140704,0.034722222222222224,0.0
