generic,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_iu,max_dose_dd_iu,route
Ertapenem,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,IM
Ertapenem,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,IV
Ertapenem,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,IM
Ertapenem,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,IV
Erythromycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4000.0,0.0,0.0,IV
Erythromycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO
Erythromycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,20.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV
Erythromycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Erythromycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,20.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO
Erythromycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,40.0,50.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,PO
Ethambutol,0.0,999.0,0.0,999.0,13.0,120.0,0.0,999.0,15.0,25.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,PO
Flucloxacillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,IM
Flucloxacillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4000.0,0.0,0.0,IV
Flucloxacillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO
Flucloxacillin,0.0,999.0,0.0,999.0,2.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,IM
Flucloxacillin,0.0,999.0,0.0,999.0,2.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2000.0,0.0,0.0,IV
Flucloxacillin,0.0,999.0,0.0,999.0,2.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO
Flucloxacillin,29.0,999.0,0.0,999.0,0.0,2.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,0.0,0.0,IM
Flucloxacillin,29.0,999.0,0.0,999.0,0.0,2.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,0.0,0.0,IV
Flucloxacillin,29.0,999.0,0.0,999.0,0.0,2.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,0.0,0.0,PO
Fosfomycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,16000.0,0.0,0.0,IV
Fosfomycin,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Fosfomycin,29.0,999.0,0.0,999.0,0.0,1.0,0.0,999.0,200.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Fosfomycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,200.0,266.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Fusidic Acid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,IM
Fusidic Acid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,IV
Fusidic Acid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Fusidic Acid,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,20.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM
Fusidic Acid,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,20.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Fusidic Acid,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,20.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Gemifloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,640.0,0.0,0.0,PO
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,39.99,4.0,5.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,IM
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,40.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,160.0,240.0,0.0,0.0,IM
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,49.6,59.5,0.0,0.0,0.0,0.0,0.0,0.0,200.0,280.0,0.0,0.0,IM
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,59.6,69.5,0.0,0.0,0.0,0.0,0.0,0.0,240.0,320.0,0.0,0.0,IM
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,69.6,79.5,0.0,0.0,0.0,0.0,0.0,0.0,320.0,360.0,0.0,0.0,IM
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,79.6,999.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,400.0,0.0,0.0,IM
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,39.99,4.0,5.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,IV
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,40.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,160.0,240.0,0.0,0.0,IV
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,49.6,59.5,0.0,0.0,0.0,0.0,0.0,0.0,200.0,280.0,0.0,0.0,IV
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,59.6,69.5,0.0,0.0,0.0,0.0,0.0,0.0,240.0,320.0,0.0,0.0,IV
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,69.6,79.5,0.0,0.0,0.0,0.0,0.0,0.0,320.0,360.0,0.0,0.0,IV
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,79.6,999.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,400.0,0.0,0.0,IV
Gentamicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,4.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM
Gentamicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM
Gentamicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,4.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Gentamicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Imipenem  + Cilastatin,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,100.0,125.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV
Imipenem  + Cilastatin,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,60.0,100.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV
Imipenem  + Cilastatin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,75.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV
Imipenem + Cilastatin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3000.0,0.0,0.0,IV
Isoniazid  + Thiacetazone,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,600.0,0.0,0.0,IM
Isoniazid  + Thiacetazone,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,600.0,0.0,0.0,PO
Isoniazid  + Thiacetazone,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,20.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IM
Isoniazid  + Thiacetazone,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,PO
Levofloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,0.0,0.0,IV
Levofloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,0.0,0.0,PO
Levofloxacin,0.0,999.0,6.0,999.0,0.0,11.0,0.0,999.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Levofloxacin,0.0,999.0,6.0,999.0,0.0,11.0,0.0,999.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Linezolid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,0.0,0.0,IV
Linezolid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,0.0,0.0,PO
Linezolid,8.0,999.0,0.0,999.0,0.0,11.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Linezolid,1.0,7.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Linezolid,8.0,999.0,0.0,999.0,0.0,11.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Linezolid,1.0,7.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Lomefloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO
lsoniazid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,5.0,10.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IM
lsoniazid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,5.0,10.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IV
lsoniazid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,5.0,10.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,PO
lsoniazid,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IM
lsoniazid,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IV
lsoniazid,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,PO
Lymecycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,812.0,0.0,0.0,PO
Meropenem,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,3000.0,0.0,0.0,IV
Meropenem,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,30.0,40.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Metronidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,4000.0,0.0,0.0,IV
Metronidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2000.0,0.0,0.0,PO
Metronidazole,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,22.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Metronidazole,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Metronidazole,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,30.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,PO
Moxifloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,IV
Moxifloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO
Moxifloxacin,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Moxifloxacin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Nitrofurantoin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,200.0,0.0,0.0,PO
Nitrofurantoin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,1.0,5.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,PO
Nitrofurantoin + Nitrofurantoin Microcrystals,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,200.0,0.0,0.0,PO
Nystatin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3000000.0,PO
Nystatin,0.0,999.0,0.0,999.0,1.0,18.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,2400000.0,PO
Nystatin,29.0,999.0,0.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,800000.0,PO
Ofloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO
Ofloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,IV
Ornidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1500.0,0.0,0.0,PO
Ornidazole,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Oxytetracycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO
Pefloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1200.0,0.0,0.0,PO
Phenoxymethyl  Penicillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO
Phenoxymethyl  Penicillin,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO
Phenoxymethyl  Penicillin,29.0,999.0,0.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,0.0,0.0,PO
Piperacillin + Tazobactam,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,13500.0,16875.0,0.0,0.0,IV
Piperacillin + Tazobactam,0.0,999.0,9.0,999.0,0.0,11.0,39.6,999.0,0.0,0.0,0.0,0.0,0.0,0.0,13500.0,16875.0,0.0,0.0,IV
Piperacillin + Tazobactam,0.0,999.0,9.0,999.0,0.0,11.0,0.0,39.5,337.5,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Piperacillin + Tazobactam,0.0,999.0,2.0,9.0,0.0,999.0,0.0,999.0,80.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Piperacillin + Tazobactam,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,200.0,300.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,IV
Pivmecillinam,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,600.0,0.0,0.0,PO
Pivmecillinam,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Pyrazinamide,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO
Pyrazinamide,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Rifampicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,900.0,0.0,0.0,IV
Rifampicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,900.0,0.0,0.0,PO
Rifampicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Rifampicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,10.0,20.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,IV
Rifampicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,20.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,PO
Rifampicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,10.0,20.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,PO
Rifaximin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,0.0,0.0,PO
Rifaximin,0.0,999.0,0.0,999.0,3.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,600.0,0.0,0.0,PO
Roxithromycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,450.0,0.0,0.0,PO
Roxithromycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Secnidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,PO
Sparfloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,PO
Streptomycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,IM
Streptomycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,IV
Streptomycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,30.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,IM
Tedizolid Phosphate,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,PO
Tedizolid Phosphate,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,IV
Teicoplanin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Teicoplanin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,PO
Teicoplanin,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Tetracycline Hydrochloride,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO
Tetracycline Hydrochloride,0.0,999.0,0.0,999.0,8.0,11.0,0.0,999.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Tigecycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,IV
Tigecycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,PO
Tigecycline,0.0,999.0,0.0,999.0,8.0,11.0,0.0,999.0,2.4,3.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,IV
Tinidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO
Tinidazole,0.0,999.0,0.0,999.0,3.0,11.0,0.0,999.0,50.0,100.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,PO
Tobramycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Trimethoprim,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,PO
Trimethoprim + Sulphamethoxazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,PO
Trimethoprim + Sulphamethoxazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,IV
Trimethoprim + Sulphamethoxazole,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,PO
Trimethoprim + Sulphamethoxazole,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,IV
Vancomycin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2500.0,0.0,0.0,IV
Vancomycin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2000.0,0.0,0.0,PO
Vancomycin,0.0,999.0,1.0,999.0,0.0,18.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Vancomycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Vancomycin,0.0,999.0,1.0,999.0,0.0,18.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
